name,CAT,NOTA,TE,TG,TR,UP,USE,name_stemmed
DIREITO DE INFORMAR,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO À INFORMAÇÃO,,,,direit de inform
DIREITO DE PRECEDÊNCIA,['DCT DIREITO CONSTITUCIONAL'],,,,"['CRÉDITO DE NATUREZA ALIMENTÍCIA', 'PRECATÓRIO', 'PRESIDENTE DO TRIBUNAL', 'SEQUESTRO DE QUANTIA']",,,direit de preced
DIREITO DE PROPRIEDADE,"['DAG DIREITO AGRÁRIO', 'DCT DIREITO CONSTITUCIONAL', 'DIC DIREITO CIVIL']",,,DIREITO INDIVIDUAL,"['PERIGO PÚBLICO', 'REGISTRO PAROQUIAL', 'TOMBAMENTO']",DIREITO À PROPRIEDADE,,direit de propriedad
DIREITO DE SE INFORMAR,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO À INFORMAÇÃO,,,,direit de se inform
DIREITO DE SER INFORMADO,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO À INFORMAÇÃO,,,,direit de ser inform
DIREITO DE SER VOTADO,"['DCT DIREITO CONSTITUCIONAL', 'DEL DIREITO ELEITORAL']",,,,['DIREITO DE SUFRÁGIO'],,,direit de ser vot
DIREITO DE SUFRÁGIO,"['DCT DIREITO CONSTITUCIONAL', 'DEL DIREITO ELEITORAL']",,,,"['DIREITO DE SER VOTADO', 'DIREITO DE VOTAR', 'ELEIÇÃO', 'SISTEMA ELEITORAL', 'SISTEMA ELEITORAL PROPORCIONAL', 'SUFRÁGIO UNIVERSAL', 'VOTO ELETRÔNICO']",,,direit de sufragi
DIREITO DE TER OPINIÃO,['DCT DIREITO CONSTITUCIONAL'],,,LIBERDADE DE EXPRESSÃO,,,,direit de ter opin
DIREITO DE VOTAR,"['DCT DIREITO CONSTITUCIONAL', 'DEL DIREITO ELEITORAL']",,,DIREITO INDIVIDUAL,['DIREITO DE SUFRÁGIO'],,,direit de vot
DIREITO DO TRABALHADOR RURAL,"['DCT DIREITO CONSTITUCIONAL', 'DTB DIREITO TRABALHISTA']",,,DIREITO DO TRABALHADOR,['DIREITO DO TRABALHADOR URBANO'],,,direit do trabalh rural
DIREITO DO TRABALHADOR URBANO,"['DCT DIREITO CONSTITUCIONAL', 'DTB DIREITO TRABALHISTA']",,,DIREITO DO TRABALHADOR,['DIREITO DO TRABALHADOR RURAL'],,,direit do trabalh urban
DIREITO FUNDAMENTAL,['DCT DIREITO CONSTITUCIONAL'],,DIREITO COLETIVO,,"['AMEAÇA A DIREITO', 'DEVER FUNDAMENTAL', 'DIREITO À BUSCA DA FELICIDADE', 'DIREITO NEGATIVO', 'FUNÇÃO CONTRAMAJORITÁRIA', 'GARANTIA CONSTITUCIONAL', 'GARANTIA FUNDAMENTAL', 'LESÃO A DIREITO', 'MANDADO DE OTIMIZAÇÃO', 'PRINCÍPIO DA PROIBIÇÃO DO RETROCESSO SOCIAL', 'PRINCÍPIO DA UNIVERSALIDADE DOS SERVIÇOS PÚBLICOS', 'RESTRIÇÃO CONSTITUCIONAL NÃO EXPRESSAMENTE AUTORIZADA', 'SEGURANÇA DE DIREITOS', 'TEORIA DOS DEVERES DE PROTEÇÃO']",,,direit fundament
DIREITO INDÍGENA,['DCT DIREITO CONSTITUCIONAL'],,,,"['ESTATUTO DO ÍNDIO', 'ÍNDIO']",,,direit indigen
DIREITO INDIVIDUAL,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Art. 60. A Constituição poderá ser emendada mediante proposta:
[...]
§ 4º - Não será objeto de deliberação a proposta de emenda tendente a abolir:
[...]
IV - os direitos e garantias individuais.
(Constituição Federal de 1988
",DIREITO À EDUCAÇÃO,DIREITO FUNDAMENTAL,"['DENÚNCIA ANÔNIMA', 'LIBERDADE INDIVIDUAL', 'TEORIA DOS LIMITES DOS LIMITES']",,,direit individ
DIREITO INDIVIDUAL HOMOGÊNEO,['DCS DIREITO DO CONSUMIDOR'],"

NOTA
Ver artigo 81, III, da Lei 8.078/1990.
",,,['INTERESSE INDIVIDUAL HOMOGÊNEO'],,,direit individ homogene
DIREITO LÍQUIDO E CERTO,"['DCT DIREITO CONSTITUCIONAL', 'DPC DIREITO PROCESSUAL CIVIL']",,,,['MANDADO DE SEGURANÇA'],,,direit liqu e cert
DIREITO LOCAL,['DCT DIREITO CONSTITUCIONAL'],,,,"['LEI ESTADUAL', 'LEI MUNICIPAL', 'NORMA INFRACONSTITUCIONAL']",,,direit local
DIREITO MARÍTIMO,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO (CIÊNCIA JURÍDICA),['TRIBUNAL MARÍTIMO'],,,direit marit
DIREITO MINERÁRIO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Veja art. 43 do Ato das Disposições Constitucionais Transitórias da
Constituição Federal de 1988.
",,,,DIREITO DE LAVRA,,direit miner
DIREITO NEGATIVO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Caracteriza-se por ""atos negativos"", pela abstenção do Estado ou de terceiros, no sentido de não violar o exercício de direitos inerentes ao indivíduo, como divulgar ideias, opiniões e informações.
",,,"['DIREITO FUNDAMENTAL', 'LIBERDADE DE EXPRESSÃO']",,,direit nega
DIREITO POLÍTICO,"['DCT DIREITO CONSTITUCIONAL', 'DEL DIREITO ELEITORAL']",,,DIREITO FUNDAMENTAL,['MANDATO ELETIVO'],,,direit polit
DIREITO POSITIVO,['DCT DIREITO CONSTITUCIONAL'],,,,['ORDENAMENTO JURÍDICO'],,,direit posi
DIREITO PRÉ-CONSTITUCIONAL,['DCT DIREITO CONSTITUCIONAL'],,,,"['CONSTITUIÇÃO FEDERAL', 'LEI PRÉ-CONSTITUCIONAL']",,,direit pre-constituc
DIREITO PÚBLICO,['DCT DIREITO CONSTITUCIONAL'],,DIREITO PÚBLICO EXTERNO,,['DIREITO PRIVADO'],,,direit public
DIREITO PÚBLICO EXTERNO,['DIN DIREITO INTERNACIONAL'],,,DIREITO PÚBLICO,,,,direit public extern
DIREITO PÚBLICO INTERNO,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO PÚBLICO,,,,direit public intern
DIREITO PÚBLICO SUBJETIVO,['DCT DIREITO CONSTITUCIONAL'],,,,,,DIREITO SUBJETIVO,direit public subje
FUNDAÇÃO DE DIREITO PÚBLICO,['INS INSTITUIÇÕES'],,,,,,FUNDAÇÃO DE DIREITO PÚBLICO (FDP),fund de direit public
FUNDAÇÃO DE DIREITO PÚBLICO (FDP),['INS INSTITUIÇÕES'],,,,,FDP,,fund de direit public (fdp)
PESSOA JURÍDICA DE DIREITO PÚBLICO,['DAD DIREITO ADMINISTRATIVO'],,FUNDAÇÃO,PESSOA JURÍDICA,"['DEPÓSITO PRÉVIO', 'DISPONIBILIDADE DE CAIXA']",,,pesso jurid de direit public
PESSOA JURÍDICA DE DIREITO PÚBLICO EXTERNO,['DIC DIREITO CIVIL'],,,PESSOA JURÍDICA DE DIREITO PÚBLICO,,,,pesso jurid de direit public extern
PESSOA JURÍDICA DE DIREITO PÚBLICO INTERNO,['DAD DIREITO ADMINISTRATIVO'],,AUTARQUIA,PESSOA JURÍDICA DE DIREITO PÚBLICO,"['ENTIDADE ASSOCIATIVA', 'UNIDADE FEDERATIVA']",,,pesso jurid de direit public intern
DIREITO REPRODUTIVO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Se baseia no reconhecimento do direito básico de todo casal e de todo indivíduo de decidir livre e responsavelmente sobre o número, o espaçamento e a oportunidade de seus filhos e de ter a informação e os meios de assim o fazer, e o direito de gozar do mais alto padrão de saúde sexual e de reprodução. Inclui também seu direito de tomar decisões sobre a reprodução, livre de discriminação, coerção ou violência, conforme expresso em documentos sobre direitos humanos. (Plataforma do Cairo)
",,,"['DIREITO SEXUAL', 'DIREITOS HUMANOS']",,,direit reprodu
DIREITO SEXUAL,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Trata de questões relativas a: sexualidade individual, possibilidade de separar sexo de reprodução (técnicas de reprodução medicamente assistidas), sexualidade não-heterossexual, entre outras.
",,,['DIREITO REPRODUTIVO'],,,direit sex
DIREITO SINDICAL,"['DCT DIREITO CONSTITUCIONAL', 'DTB DIREITO TRABALHISTA']","

NOTA
""Complexo normativo que regulamenta a organização e o funcionamento dos sindicatos, que defendem os interesses econômicos ou profissionais de seus filiados"". (DINIZ, Maria Helena. Dicionário Jurídico. 3 ed. rev. e atual. São Paulo: Saraiva, 2005.)
",,DIREITO (CIÊNCIA JURÍDICA),"['ACORDO COLETIVO DE TRABALHO', 'CARGO SINDICAL', 'CONFEDERAÇÃO SINDICAL', 'CONTRIBUIÇÃO SINDICAL', 'CONVENÇÃO COLETIVA DE TRABALHO', 'DIRIGENTE SINDICAL', 'PRINCÍPIO DA ADEQUAÇÃO SETORIAL NEGOCIADA', 'PRINCÍPIO DA EQUIVALÊNCIA DOS CONTRATANTES COLETIVOS', 'PRINCÍPIO DA LEALDADE E TRANSPARÊNCIA NA NEGOCIAÇÃO COLETIVA', 'REPRESENTAÇÃO SINDICAL', 'SINDICATO']",,,direit sindic
DIREITO SOCIAL,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO FUNDAMENTAL,['DIREITO À BUSCA DA FELICIDADE'],,,direit soc
DIREITO SUBJETIVO,['DCT DIREITO CONSTITUCIONAL'],,DIREITO ALHEIO,,,DIREITO PÚBLICO SUBJETIVO,,direit subje
DIREITOS CIVIS,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Aqueles que protegem a pessoa individualmente considerada contra os eventuais excessos de Poder Público. Tais direitos estão consignados na Declaração Universal dos Direitos do Homem. (DINIZ, Maria Helena. Dicionário Jurídico. 3 ed. rev. e atual. São Paulo: Saraiva, 2005.)
",,,['DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH)'],,,direit civil
PACTO INTERNACIONAL SOBRE DIREITOS CIVIS E POLÍTICOS,['DIN DIREITO INTERNACIONAL'],"

NOTA
Ver Decreto 592/1992.
",,,['AUT DEDERE AUT JUDICARE'],,,pact internac sobr direit civil e polit
CONVENÇÃO AMERICANA DE DIREITOS HUMANOS,['DIN DIREITO INTERNACIONAL'],,,CONVENÇÃO INTERNACIONAL,"['AUT DEDERE AUT JUDICARE', 'CONTROLE DE CONVENCIONALIDADE', 'CORTE INTERAMERICANA DE DIREITOS HUMANOS', 'PRIMAZIA DA NORMA MAIS FAVORÁVEL À PESSOA HUMANA']",CONVENÇÃO AMERICANA SOBRE DIREITOS HUMANOS,,convenc americ de direit human
CONVENÇÃO AMERICANA SOBRE DIREITOS HUMANOS,['DIN DIREITO INTERNACIONAL'],,,,,,CONVENÇÃO AMERICANA DE DIREITOS HUMANOS,convenc americ sobr direit human
CONVENÇÃO EUROPEIA DOS DIREITOS HUMANOS,['INS INSTITUIÇÕES'],"

NOTA
Estabelece normas de proteção aos direitos do homem para os países signatários membros do Conselho da Europa.
",,,"['ORGANIZAÇÃO DOS ESTADOS AMERICANOS (OEA)', 'TRIBUNAL EUROPEU DOS DIREITOS HUMANOS']",CONVENÇÃO PARA PROTEÇÃO DOS DIREITOS DO HOMEM E DAS LIBERDADES FUNDAMENTAIS,,convenc europe do direit human
CONVENÇÃO INTERAMERICANA DE DIREITOS HUMANOS,['DIN DIREITO INTERNACIONAL'],,,,,,CONVENÇÃO AMERICANA DE DIREITOS HUMANOS,convenc interameric de direit human
CORTE EUROPEIA DOS DIREITOS HUMANOS,['INS INSTITUIÇÕES'],,,,,,TRIBUNAL EUROPEU DOS DIREITOS HUMANOS,cort europe do direit human
CORTE INTERAMERICANA DE DIREITOS HUMANOS,['INS INSTITUIÇÕES'],,,,"['COMISSÃO INTERAMERICANA DE DIREITOS HUMANOS (CIDH)', 'CONVENÇÃO AMERICANA DE DIREITOS HUMANOS']",,,cort interameric de direit human
DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS,['DIN DIREITO INTERNACIONAL'],,,,,,DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH),declar univers do direit human
DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS DAS NAÇÕES UNIDAS,['DIN DIREITO INTERNACIONAL'],,,,,,DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH),declar univers do direit human da naca unid
DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH),['DIN DIREITO INTERNACIONAL'],"

NOTA
Resolução 217 A (III) da Assembleia Geral das Nações Unidas.
",,,"['DIREITOS CIVIS', 'DIREITOS HUMANOS', 'ORGANIZAÇÃO DAS NAÇÕES UNIDAS (ONU)']",DECLARAÇÃO UNIVERSAL DOS DIREITOS DO HOMEM,,declar univers do direit human (dudh)
DIREITOS HUMANOS,['DCT DIREITO CONSTITUCIONAL'],,,DIREITO SUBJETIVO,"['AUT DEDERE AUT JUDICARE', 'DECLARAÇÃO UNIVERSAL DOS DIREITOS HUMANOS (DUDH)', 'DIREITO REPRODUTIVO']",,,direit human
PRINCÍPIO DA PREVALÊNCIA DOS DIREITOS HUMANOS,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Veja art. 4º, inciso II da Constituição Federal de 1988
",,,,,,principi da preval do direit human
TRIBUNAL EUROPEU DOS DIREITOS HUMANOS,['INS INSTITUIÇÕES'],"

NOTA
Tribunal que julga o cumprimento da Convenção Europeia dos Direitos Humanos pelos países membros do Conselho da Europa que ratificaram esta convenção.
",,,['CONVENÇÃO EUROPEIA DOS DIREITOS HUMANOS'],CORTE EUROPEIA DOS DIREITOS HUMANOS,,tribun europ do direit human
DISCRIMINAÇÃO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
São comportamentos tendentes a separar os indivíduos em categorias, utilizando como fundamento para tanto um estereótipo ou um preconceito.
",,,"['CLASSIFICAÇÃO', 'PRECONCEITO']",,,discrimin
DISCRIMINAÇÃO RACIAL,['DCT DIREITO CONSTITUCIONAL'],,,,,,PRECONCEITO DE RAÇA,discrimin rac
DISCRIMINAÇÃO SEXUAL,['DCT DIREITO CONSTITUCIONAL'],,,,"['DIREITO DAS MINORIAS', 'HOMOSSEXUALIDADE', 'RELAÇÃO DE TRABALHO', 'TRATAMENTO DISCRIMINATÓRIO', 'UNIÃO HOMOAFETIVA']",,,discrimin sex
DISPOSITIVO,['DCT DIREITO CONSTITUCIONAL'],,,,"['ADITIVO', 'NORMA', 'PROCESSO LEGISLATIVO']",,,disposi
DISTINGUISHING,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Ocorre quando o Tribunal profere decisão que não aplica a jurisprudência da Corte, porque o caso em julgamento apresenta particularidades que não se amoldam adequadamente à jurisprudência consolidada.
",,,"['COMMON LAW', 'OVERRULING']",DISTINGUISH,,distinguishing
DISTRIBUIÇÃO DE RENDA,"['DCT DIREITO CONSTITUCIONAL', 'DEC DIREITO ECONÔMICO']",,,,"['EDUCAÇÃO', 'TRIBUTAÇÃO']",,,distribu de rend
DITADURA,"['DCT DIREITO CONSTITUCIONAL', 'DIN DIREITO INTERNACIONAL']",,DITADURA MILITAR,REGIME DE GOVERNO,['DESAPARECIMENTO FORÇADO DE PESSOAS'],,,ditad
DIVISÃO TERRITORIAL,['DCT DIREITO CONSTITUCIONAL'],,,,"['DIVISÃO ADMINISTRATIVA', 'ESTADO-MEMBRO', 'LIMITE TERRITORIAL', 'MUNICÍPIO']",,,divis territor
DOMÍNIO DA UNIÃO,['DCT DIREITO CONSTITUCIONAL'],,,,"['DOMÍNIO PÚBLICO', 'IMÓVEL', 'TERRA PÚBLICA']",DOMÍNIO FEDERAL,,domini da uni
DOMÍNIO PÚBLICO,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Em sentido amplo é o poder de dominação 
ou de regulamentação que o estado exerce 
sobre os bens do seu patrimônio (bens públicos), 
ou sobre os bens do patrimônio privado (bens 
particulares de interesse público), ou sobre as 
coisas inapropriáveis individualmente, mas de 
fruição geral da coletividade (res nullius). Neste 
sentido amplo e genérico o domínio público abrange 
não só os bens das pessoas jurídicas de Direito 
Público Interno como as demais coisas que, por 
sua utilidade coletiva, merecem a proteção do 
Poder Público.
(MEIRELLES, Hely Lopes. Direito Administrativo
Brasileiro. 33 ed. Malheiros, 2007).
",,,"['BEM PÚBLICO', 'CONCESSÃO DE DIREITO REAL DE USO', 'DOMÍNIO DA UNIÃO']",,,domini public
DUODÉCIMOS,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
CF/1988: ""Art. 168. Os recursos correspondentes às dotações orçamentárias, compreendidos os créditos suplementares e especiais, destinados aos órgãos dos Poderes Legislativo e Judiciário, do Ministério Público e da Defensoria Pública, ser-lhes-ão entregues até o dia 20 de cada mês, em duodécimos, na forma da lei complementar a que se refere o art. 165, § 9º. (Redação dada pela Emenda Constitucional nº 45, de 200
",,,['ORÇAMENTO'],DUODÉCIMO,,duodec
ECONOMIA PÚBLICA,['DCT DIREITO CONSTITUCIONAL'],,,,,,,econom public
CONSELHO NACIONAL DE EDUCAÇÃO,['INS INSTITUIÇÕES'],,,,,,CONSELHO NACIONAL DE EDUCAÇÃO (CNE),conselh nacion de educ
CONSELHO NACIONAL DE EDUCAÇÃO (CNE),['INS INSTITUIÇÕES'],,,,,CNE,,conselh nacion de educ (cne)
CONSELHO REGIONAL DE EDUCAÇÃO FÍSICA,['INS INSTITUIÇÕES'],,,,,,CONSELHO REGIONAL DE EDUCAÇÃO FÍSICA (CONREF),conselh region de educ fisic
CONSELHO REGIONAL DE EDUCAÇÃO FÍSICA (CONREF),['INS INSTITUIÇÕES'],,,,,CONREF,,conselh region de educ fisic (conref)
CONTRIBUIÇÃO AO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,['DTR DIREITO TRIBUTÁRIO'],,,,['FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE)'],,,contribu ao fund nacion de desenvolv da educ
CONTRIBUIÇÃO DO SALÁRIO-EDUCAÇÃO,['DTR DIREITO TRIBUTÁRIO'],,,,,,CONTRIBUIÇÃO SOCIAL DO SALÁRIO-EDUCAÇÃO,contribu do salario-educ
CONTRIBUIÇÃO SOCIAL DO SALÁRIO-EDUCAÇÃO,['DTR DIREITO TRIBUTÁRIO'],"

NOTA
Art. 212 (...)
§ 5º A educação básica pública terá como fonte adicional de 
financiamento a contribuição social do salário-educação, recolhida pelas 
empresas na forma da lei. 
(Constituição Federal de 1988
",,CONTRIBUIÇÃO SOCIAL,,CONTRIBUIÇÃO DO SALÁRIO-EDUCAÇÃO,,contribu soc do salario-educ
EDUCAÇÃO,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL']","

NOTA
Lei 9.394/1996, Art. 1º: ""A educação abrange os processos formativos que se desenvolvem na vida familiar, na convivência humana, no trabalho, nas instituições de ensino e pesquisa, nos movimentos sociais e organizações da sociedade civil e nas manifestações culturais.
",EDUCAÇÃO DOMICILIAR,,"['ADOLESCENTE', 'ALFABETIZAÇÃO', 'CRIANÇA', 'CURSO DE IDIOMAS', 'DIREITO À EDUCAÇÃO', 'DISTRIBUIÇÃO DE RENDA', 'ESCOLA', 'FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE)', 'LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL (LDB)', 'MESTRADO', 'MUSEU', 'ORDEM SOCIAL', 'PRINCÍPIO DA GESTÃO DEMOCRÁTICA DO ENSINO PÚBLICO', 'SERVIÇO SOCIAL AUTÔNOMO']",,,educ
EDUCAÇÃO ARTÍSTICA,['NOC NOMES COMUNS'],,,,,,,educ artist
EDUCAÇÃO BÁSICA,['DAD DIREITO ADMINISTRATIVO'],"

NOTA
Art. 21. A educação escolar compõe-se de:
I - educação básica, formada pela educação infantil, ensino fundamental e 
ensino médio.
(Lei 9.394/1996 - Lei de Diretrizes e Bases da Educação Nacional).
",EDUCAÇÃO INFANTIL,EDUCAÇÃO ESCOLAR,['NÍVEL DE ESCOLARIDADE'],,,educ basic
EDUCAÇÃO DOMÉSTICA,['DCT DIREITO CONSTITUCIONAL'],,,,,,EDUCAÇÃO DOMICILIAR,educ domest
EDUCAÇÃO DOMICILIAR,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Modalidade de educação na qual os pais são os principais direcionadores e responsáveis pelo processo de ensino-aprendizagem do aluno.
",,EDUCAÇÃO,['LIBERDADE DE ENSINO'],EDUCAÇÃO DOMÉSTICA,,educ domicili
EDUCAÇÃO EM CASA,['DCT DIREITO CONSTITUCIONAL'],,,,,,EDUCAÇÃO DOMICILIAR,educ em cas
EDUCAÇÃO ESCOLAR,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL']","

NOTA
Lei 9.394/1996, Art. 21: ""A educação escolar compõe-se de:
I - educação básica, formada pela educação infantil, ensino fundamental e ensino médio; II - educação superior"".
",EDUCAÇÃO BÁSICA,EDUCAÇÃO,"['CURRÍCULO', 'ESCOLA', 'ESTUDANTE']",,,educ escol
EDUCAÇÃO FÍSICA,['NOC NOMES COMUNS'],,,,,,,educ fisic
EDUCAÇÃO INFANTIL,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL']","

NOTA
Art. 29. A educação infantil, primeira etapa da educação básica, tem como 
finalidade o desenvolvimento integral da criança até seis anos de idade, em
seus aspectos físico, psicológico, intelectual e social, complementando a 
ação da família e da comunidade.
Art. 30. A educação infantil será oferecida em:
I - creches, ou entidades equivalentes, para crianças de até três anos de 
idade;
II - pré-escolas, para as crianças de quatro a seis anos de idade.
(Lei 9.394/1996 - Lei de Diretrizes e Bases da Educação Nacional).
",,EDUCAÇÃO BÁSICA,"['CRECHE', 'CRIANÇA', 'ESCOLA', 'PRÉ-ESCOLA']",,,educ infantil
EDUCAÇÃO NO LAR,['DCT DIREITO CONSTITUCIONAL'],,,,,,EDUCAÇÃO DOMICILIAR,educ no lar
EDUCAÇÃO PRÉ-PRIMÁRIA,['DAD DIREITO ADMINISTRATIVO'],,,,,,,educ pre-primar
EDUCAÇÃO PROFISSIONAL TÉCNICA DE NÍVEL MÉDIO,['DAD DIREITO ADMINISTRATIVO'],"

NOTA
Art. 36-A da Lei de Diretrizes e Bases (Lei 9.394/1996)
",,,"['CURSO TÉCNICO', 'EDUCAÇÃO SUPERIOR', 'ENSINO MÉDIO']",,,educ profiss tecn de nivel medi
EDUCAÇÃO SUPERIOR,['DAD DIREITO ADMINISTRATIVO'],,,EDUCAÇÃO ESCOLAR,"['DOUTORADO', 'EDUCAÇÃO PROFISSIONAL TÉCNICA DE NÍVEL MÉDIO', 'MATRÍCULA', 'NÍVEL DE ESCOLARIDADE']",,,educ superi
ESPECIALISTA DE EDUCAÇÃO,['NOC NOMES COMUNS'],,,,,,,especi de educ
"FUNDO DE PARTICIPAÇÃO DO ESPORTE, EDUCAÇÃO FÍSICA E LAZER",['DTR DIREITO TRIBUTÁRIO'],,,,,,,"fund de particip do esporte, educ fisic e laz"
FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,['INS INSTITUIÇÕES'],,,,,,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE),fund nacion de desenvolv da educ
FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE),['INS INSTITUIÇÕES'],,,,"['CONTRIBUIÇÃO AO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO', 'COTA ESTADUAL', 'COTA MUNICIPAL', 'EDUCAÇÃO', 'FUNDO DE GARANTIA DE OPERAÇÕES DE CRÉDITO EDUCATIVO (FGEDUC)', 'SALÁRIO-EDUCAÇÃO']",FNDE,,fund nacion de desenvolv da educ (fnde)
LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL', 'ECA ESTATUTO DA CRIANÇA E DO ADOLESCENTE']",,,,,,LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL (LDB),lei de diretriz e bas da educ nacion
MINISTÉRIO DA EDUCAÇÃO,['INS INSTITUIÇÕES'],,,,,,MINISTÉRIO DA EDUCAÇÃO (MEC),minist da educ
MINISTÉRIO DA EDUCAÇÃO (MEC),['INS INSTITUIÇÕES'],,,,,MEC,,minist da educ (mec)
POLÍTICA DE EDUCAÇÃO PARA A SEGURANÇA DO TRÂNSITO,['DCT DIREITO CONSTITUCIONAL'],,,,['TRÂNSITO'],,,polit de educ par a seguranc do transit
SALÁRIO EDUCAÇÃO,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL']",,,,,,SALÁRIO-EDUCAÇÃO,salari educ
SALÁRIO-EDUCAÇÃO,"['DAD DIREITO ADMINISTRATIVO', 'DCT DIREITO CONSTITUCIONAL']",,,,['FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO (FNDE)'],SALÁRIO EDUCAÇÃO,,salario-educ
EFICÁCIA EXPANSIVA,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
¿(...) eficácia ampliada para além das fronteiras da causa concretamente em julgamento (...)¿ (Rcl 4335, DJe de 22.10.2014, p. 154).
Não usar para eficácia erga omnes, eficácia vinculante, nem eficácia ultra parte
",,EFICÁCIA,"['AÇÃO COLETIVA', 'EFEITO VINCULANTE', 'EFICÁCIA ERGA OMNES', 'PRECEDENTE', 'RECLAMAÇÃO', 'RELAÇÃO PROCESSUAL', 'REPERCUSSÃO GERAL']",,,eficac expans
EFICÁCIA HORIZONTAL DOS DIREITOS FUNDAMENTAIS,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Incidência dos direitos fundamentais nas relações privadas.
",,EFICÁCIA,,,,eficac horizont do direit fundament
EMENDA,['DCT DIREITO CONSTITUCIONAL'],,EMENDA CONSTITUCIONAL,,"['ADITIVO', 'PROJETO DE LEI ORÇAMENTÁRIA', 'PROPOSTA DE EMENDA CONSTITUCIONAL']",,,emend
EMENDA CONSTITUCIONAL,['DCT DIREITO CONSTITUCIONAL'],,EMENDA CONSTITUCIONAL DE REVISÃO,EMENDA,"['CLÁUSULA PÉTREA', 'CONSTITUIÇÃO ESTADUAL', 'CONSTITUIÇÃO FEDERAL', 'EMENDA PARLAMENTAR', 'PROCESSO LEGISLATIVO', 'PROPOSTA DE EMENDA CONSTITUCIONAL']",,,emend constituc
EMENDA CONSTITUCIONAL DE REVISÃO,['DCT DIREITO CONSTITUCIONAL'],,,EMENDA CONSTITUCIONAL,,,,emend constituc de revis
EMENDA CONSTITUCIONAL ESTADUAL,['DCT DIREITO CONSTITUCIONAL'],,,EMENDA CONSTITUCIONAL,,,,emend constituc estad
EMENDA CONSTITUCIONAL 1 DE 1969,['DCT DIREITO CONSTITUCIONAL'],,,EMENDA CONSTITUCIONAL,['CONSTITUIÇÃO FEDERAL DE 1967'],,,emend constituc 1 de 1969
EMENDA CONSTITUCIONAL 19 DE 1998,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Emenda Constitucional que altera o art. 151 da Constituição Federal, no tocante às hipóteses de inelegibilidade de candidatos às eleições.
",,EMENDA CONSTITUCIONAL,,,,emend constituc 19 de 1998
EMENDA CONSTITUCIONAL 20 DE 1998,['DCT DIREITO CONSTITUCIONAL'],"

NOTA
Modifica o sistema de previdência social, estabelece normas de transição e dá outras providências.
",,EMENDA CONSTITUCIONAL,"['CONSTITUIÇÃO FEDERAL DE 1988', 'EMENDA CONSTITUCIONAL 41 DE 2003']",,,emend constituc 20 de 1998
